#{"t_start": 1748358787.8974457, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-191.420265,163,110.824081
-130.315,163,111.48368
-167.700725,103,111.983756
-214.72431,231,112.901019
-169.422666,165,114.898376
-178.032683,157,115.514285
-123.301966,295,116.686699
-255.476972,521,118.78682
-97.057339,157,119.478816
-150.189564,224,120.536536
-132.744834,174,121.214495
-37.868311,1000,125.404612
-156.733363,151,126.014004
-200.638478,425,127.7921
-147.059933,231,128.69486
-146.216205,151,129.288951
-144.484704,167,130.097944
-238.673508,329,131.449668
-137.213334,156,132.115841
-159.803932,183,133.001037
-104.497488,190,133.718889
-109.427672,205,134.506495
-142.447498,163,135.181651
-78.894972,181,135.999032
-110.380346,177,136.689629
-195.774478,288,137.766901
-26.379016,1000,141.860968
-282.906675,488,143.972839
-154.099357,177,144.658285
-165.00135,259,145.728568
-92.045338,134,146.284234
-174.091096,209,148.530547
-167.555568,381,150.13999
-125.895761,140,150.677478
-171.606131,183,151.341114
-161.314335,321,152.616211
-107.591143,220,153.608676
-145.570506,160,154.230813
-156.627404,158,154.905402
-38.619591,1000,159.0327
-158.456864,457,160.912237
-131.512204,188,161.749629
-165.479168,233,162.676302
-145.721168,193,163.591528
-156.294713,209,164.469029
-119.961254,157,165.157098
-163.770089,197,166.072188
-152.651758,196,166.859395
-135.39218,442,168.566604
-120.524115,371,170.07775
-159.703035,227,170.997724
-152.367028,242,172.010712
-121.112317,161,172.607883
-131.864059,155,173.301414
-102.505923,172,174.08837
-140.623673,210,174.85588
-153.699388,286,176.147472
-145.685745,204,177.066006
-170.831506,452,179.173534
-185.125951,624,183.049521
-121.304811,248,184.024629
-251.840806,555,186.187789
-234.681441,500,188.390699
-99.234879,264,189.52563
-235.882266,166,190.199519
-218.757736,285,191.297226
-147.622825,228,192.198807
-46.945196,216,193.110343
-59.422256,261,194.166132
-187.179746,219,195.050191
-107.119546,1000,199.311896
-7.696774,1000,203.671498
-19.757618,1000,208.047071
-50.014639,1000,212.446646
-146.736295,695,216.819802
-148.63899,301,218.105228
-146.892115,735,221.126756
-129.588973,490,223.077012
-181.55488,692,225.841198
-201.147888,463,227.555625
-198.276025,687,230.162127
-207.761799,579,232.368196
-197.967707,520,234.595571
-84.147806,272,235.684451
-263.401057,819,239.228183
-195.751699,505,241.329996
-176.488264,457,243.346025
-241.945289,355,244.838362
-128.479271,207,245.697506
-219.261704,549,249.198388
-145.718844,680,252.137232
-82.319069,1000,256.406063
-167.274322,810,259.751071
-48.748557,1000,263.563625
-26.542548,1000,267.778852
-68.209764,498,269.785509
-190.076009,768,272.798545
-328.86602,1000,276.784412
-401.426681,670,279.713728
-19.044341,93,280.136384
-59.267186,438,283.419169
-352.021352,775,286.783308
-75.158701,1000,290.844192
-186.132057,1000,295.007076
-32.782867,1000,299.162454
-33.47604,1000,303.144713
-35.452766,1000,307.325826
-129.168731,99,307.716415
-28.067273,1000,311.775859
-8.225147,1000,317.072281
-31.146105,1000,321.01604
-30.002674,1000,324.951347
-31.344415,1000,328.862002
-55.993353,85,329.200112
-50.29384,87,329.524905
-49.865598,1000,333.539515
-29.268834,75,333.865414
-32.920029,1000,337.759218
11.053963,101,338.136336
2.506892,75,338.417217
-185.002421,709,341.113486
-51.763547,72,341.380965
-22.602606,1000,345.6211
-24.455086,1000,351.242601
-12.366099,1000,355.366531
-44.277982,1000,359.485917
-28.84229,1000,363.458633
-25.202983,1000,367.633871
5.278465,1000,371.539984
-173.107502,1000,375.453836
-42.525166,1000,379.610466
-13.03226,74,379.905953
-1.488924,1000,385.280395
11.719397,1000,389.425582
-25.097528,1000,393.232111
-31.121216,100,393.593578
27.676036,1000,397.464394
-301.656298,634,400.253017
-13.70852,1000,404.307635
-43.771551,1000,408.725161
2.064309,1000,413.012781
-57.970373,76,413.335154
-4.366069,1000,418.892296
-15.965963,1000,423.077239
-14.662698,1000,427.466372
-14.259967,95,427.813882
