#{"t_start": 1748359640.1437044, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-190.179078,256,252.559542
-188.312046,216,253.455908
-147.964875,289,254.774362
-99.991952,290,255.895983
-135.787762,152,256.543913
-119.991712,118,257.015442
-137.163855,144,257.619892
-131.401925,158,258.169045
-100.08248,143,258.688934
-115.606864,126,259.124111
-113.311252,204,259.843089
-110.094873,164,260.438629
-102.986714,170,261.108313
-71.158953,154,261.700926
-101.278787,150,262.315759
-76.303236,184,263.020873
-118.983373,293,264.201197
-112.233796,213,265.077538
-114.443631,222,265.949906
-137.276344,265,266.962994
-131.757859,242,267.828145
-175.62905,204,268.572863
-136.965387,255,269.511681
-147.507003,283,270.583512
-106.694569,198,271.321815
-119.454748,196,272.064658
-91.854356,151,272.638263
-135.591908,230,273.509534
-89.114393,172,274.197259
-117.050295,202,275.037242
-116.570746,237,275.989076
-118.332063,180,276.718616
-118.638967,169,277.347437
-116.166109,227,278.196207
-119.329401,188,278.875075
-95.413935,132,279.341021
-29.125068,82,279.652854
-133.890956,171,280.279903
-76.908803,133,280.76531
-133.885069,156,281.370499
-137.286893,226,282.235753
-129.774964,227,283.132976
-96.26972,139,283.732672
-120.977235,198,284.507062
-118.590811,194,285.281443
-125.599504,214,286.150074
-59.734586,110,286.615191
-66.824742,117,287.070352
-102.551593,144,287.590556
-139.535837,211,288.377061
-183.863003,202,289.129314
-180.404924,457,293.223358
-152.795137,308,294.335523
-164.224096,184,295.015806
-101.823549,121,295.497696
-154.572875,317,296.764122
-126.986068,171,297.478094
-162.792693,247,298.468403
-102.077442,148,299.067523
-145.117928,188,299.823271
-183.053483,311,301.043178
-215.086542,194,301.811435
-157.96658,220,302.626919
-140.487648,197,303.357646
-181.294167,458,305.033499
-170.306846,246,305.950475
-158.39299,434,307.599176
-151.056118,203,308.378929
-119.694435,209,309.243026
-149.443058,221,310.18436
-138.169662,262,311.247728
-146.010487,431,313.022593
-79.842351,144,313.648505
-137.142546,228,314.765297
-191.204913,337,316.092479
-164.541493,220,316.925588
-123.295554,283,317.986865
-131.591204,280,319.082246
-174.629475,361,320.518079
-88.482302,157,321.191207
-117.043518,156,321.809176
-164.195174,380,323.401137
-177.243373,307,324.555329
-69.340253,142,325.088996
-150.610422,270,327.73032
-76.71948,143,328.262663
-117.362022,162,328.851201
-55.276573,137,329.360856
-38.002398,139,329.888575
-69.054322,153,330.487345
-156.358138,260,331.549596
-118.811356,181,332.264347
-179.287194,296,333.497078
-170.43022,475,335.564937
-160.463756,334,336.850641
-120.471806,234,337.725814
-107.961426,170,338.358123
-47.786954,149,338.919712
-71.14703,133,339.439947
-143.885225,335,340.643565
-122.357445,325,341.883144
-89.566366,217,342.717064
-120.821302,168,343.397343
-165.864135,586,345.7172
-81.780175,146,346.238642
-176.366268,316,347.391479
-73.094504,145,347.933671
-215.370639,356,349.210684
-108.806998,231,350.064553
-160.830954,512,351.927725
-149.726422,216,352.756389
-136.963333,518,354.771534
-71.002215,138,355.34162
-133.525033,205,356.157378
-116.961049,248,357.116147
-183.221591,782,361.632005
-114.673215,460,363.278226
-100.92776,194,364.043369
-56.704603,107,364.471618
-227.85405,411,366.102378
-172.485872,431,367.79914
-139.794342,364,369.308849
-161.437726,372,370.737017
-173.103404,699,373.291352
-78.273558,113,373.700191
-106.017213,1000,377.615085
-140.58924,415,379.255842
4.299916,137,379.779882
-72.584509,248,380.71876
-58.317412,490,382.536311
-34.067455,134,383.01561
-66.741992,184,383.704667
-164.322423,479,385.595005
-86.618205,275,386.721147
-123.207454,370,388.225927
-124.836902,365,389.753639
-40.407317,192,390.54856
-5.140267,168,391.165226
-83.342385,271,392.144634
-84.877945,94,392.507933
-105.024144,97,392.881273
-94.514257,454,396.134822
-136.622757,441,397.79314
-18.322679,83,398.095614
-236.05379,629,400.581934
21.679963,202,401.377319
-182.332243,934,404.886307
-181.9702,451,406.493131
5.494301,225,407.309227
-79.327156,324,408.521771
-64.117548,455,410.268791
-43.169347,144,410.847409
-211.063214,539,412.922524
-83.382257,101,413.286572
